File Name,File Version,Update Date,Region Code,State Code,Date Type,Date,Formatted Date,Receipts (All Initial),Closing Pending (All Initial),Determinations (All Initial),Allowances (All Initial),Allowance Rate (All Initial),Receipts (Initial SSDI Only),Closing Pending (Initial SSDI Only),Determinations (Initial SSDI Only),Allowances (Initial SSDI Only),Allowance Rate (Initial SSDI Only),Receipts (Initial SSI Only),Closing Pending (Initial SSI Only),Determinations (Initial SSI Only),Allowances (Initial SSI Only),Allowance Rate (Initial SSI Only),Receipts (Initial Concurrent Only),Closing Pending (Initial Concurrent Only),Determinations (Initial Concurrent Only),Allowances (Initial Concurrent Only),Allowance Rate (Initial Concurrent Only),Receipts (Initial SSI DC Only),Closing Pending (Initial SSI DC Only),Determinations (Initial SSI DC Only),Allowances (Initial SSI DC Only),Allowance Rate (Initial SSI DC Only),Prototype State,Receipts (All Recon),Closing Pending (All Recon),Determinations (All Recon),Allowances (All Recon),Allowance Rate (All Recon),Receipts (Recon SSDI Only),Closing Pending (Recon SSDI Only),Determinations (Recon SSDI Only),Allowances (Recon SSDI Only),Allowance Rate (Recon SSDI Only),Receipts (Recon SSI Only),Closing Pending (Recon SSI Only),Determinations (Recon SSI Only),Allowances (Recon SSI Only),Allowance Rate (Recon SSI Only),Receipts (Recon Concurrent Only),Closing Pending (Recon Concurrent Only),Determinations (Recon Concurrent Only),Allowances (Recon Concurrent Only),Allowance Rate (Recon Concurrent Only),Receipts (Recon SSI DC Only),Closing Pending (Recon SSI DC Only),Determinations (Recon SSI DC Only),Allowances (Recon SSI DC Only),Allowance Rate (Recon SSI DC Only),Receipts (All CDR),Closing Pending (All CDR),Determinations (All CDR),Continuations (All CDR),Continuation Rate (All CDR),Receipts (CDR SSDI Only),Closing Pending (CDR SSDI Only),Determinations (CDR SSDI Only),Continuations (CDR SSDI Only),Continuation Rate (CDR SSDI Only),Receipts (CDR SSI Only),Closing Pending (CDR SSI Only),Determinations (CDR SSI Only),Continuations (CDR SSI Only),Continuation Rate (CDR SSI Only),Receipts (CDR Concurrent Only),Closing Pending (CDR Concurrent Only),Determinations (CDR Concurrent Only),Continuations (CDR Concurrent Only),Continuation Rate (CDR Concurrent Only),,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,FED,FE,MO,4/25/2008,2008-04,2326,7561,1610,663,41.2,867,2996,611,334,54.7,671,2106,473,151,31.9,788,2459,526,178,33.8,50,106,34,11,32.4,N,489,1885,618,203,32.8,213,661,254,94,37,89,606,102,25,24.5,187,618,262,84,32.1,2,3,0,0,0,50,465,78,76,97.4,19,209,51,49,96.1,26,159,20,20,100,5,97,7,7,100,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,ATL,FL,MO,4/25/2008,2008-04,13291,35567,12437,4225,34,3804,9577,3551,1419,40,5265,14506,5002,1838,36.7,4222,11484,3884,968,24.9,2476,6295,2311,935,40.5,N,4018,9297,3800,556,14.6,1387,3160,1415,250,17.7,1141,2577,1001,153,15.3,1490,3560,1384,153,11.1,371,758,350,58,16.6,203,2354,418,169,40.4,120,794,110,97,88.2,65,1302,275,51,18.5,18,258,33,21,63.6,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,ATL,GA,MO,4/25/2008,2008-04,6895,19940,6164,1701,27.6,1857,5127,1749,596,34.1,2896,8079,2500,693,27.7,2142,6734,1915,412,21.5,1363,3115,1108,370,33.4,N,2664,8087,2051,225,11,893,2682,665,73,11,760,2225,627,73,11.6,1011,3180,759,79,10.4,222,456,201,18,9,93,3177,577,374,64.8,54,1508,243,190,78.2,35,1063,218,101,46.3,4,606,116,83,71.6,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,SFO,HI,MO,4/25/2008,2008-04,584,1667,503,283,56.3,229,541,205,132,64.4,183,611,167,93,55.7,172,515,131,58,44.3,42,121,40,24,60,N,89,309,118,31,26.3,43,143,49,12,24.5,25,80,26,10,38.5,21,86,43,9,20.9,2,4,5,3,60,16,207,62,33,53.2,12,108,29,14,48.3,4,51,21,14,66.7,0,48,12,5,41.7,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,KCM,IA,MO,4/25/2008,2008-04,1747,4534,1605,540,33.6,600,1455,571,259,45.4,591,1480,547,191,34.9,556,1599,487,90,18.5,273,605,271,118,43.5,N,516,1158,495,67,13.5,181,385,182,33,18.1,117,272,109,12,11,218,501,204,22,10.8,31,74,26,2,7.7,95,327,202,157,77.7,41,103,71,64,90.1,44,189,102,67,65.7,10,35,29,26,89.7,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,SEA,ID,MO,4/25/2008,2008-04,879,1919,978,361,36.9,292,553,348,162,46.6,272,621,324,122,37.7,315,745,306,77,25.2,101,243,137,64,46.7,N,230,405,188,19,10.1,72,134,58,5,8.6,53,93,42,3,7.1,105,178,88,11,12.5,15,20,8,0,0,18,300,21,17,81,14,156,9,9,100,4,112,10,6,60,0,32,2,2,100,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,CHI,IL,MO,4/25/2008,2008-04,8141,21373,7299,2762,37.8,2448,5824,2171,1050,48.4,3422,8986,3022,1076,35.6,2271,6563,2106,636,30.2,1443,3564,1382,535,38.7,N,2030,4038,1983,310,15.6,627,1216,607,124,20.4,686,1350,632,79,12.5,717,1472,744,107,14.4,243,452,206,29,14.1,129,1897,481,189,39.3,44,728,111,47,42.3,77,970,348,133,38.2,8,199,22,9,40.9,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,CHI,IN,MO,4/25/2008,2008-04,4777,12674,4651,1748,37.6,1511,3688,1449,683,47.1,1704,4538,1696,622,36.7,1562,4448,1506,443,29.4,798,1962,804,327,40.7,N,1347,1655,1466,93,6.3,461,536,500,42,8.4,329,454,344,23,6.7,557,665,622,28,4.5,112,161,118,12,10.2,135,879,406,307,75.6,40,317,205,173,84.4,93,488,147,91,61.9,2,74,54,43,79.6,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,KCM,KS,MO,4/25/2008,2008-04,1649,4199,1406,530,37.7,576,1319,486,245,50.4,499,1271,427,166,38.9,574,1609,493,119,24.1,219,439,180,102,56.7,N,516,1195,353,59,16.7,148,345,86,23,26.7,130,284,88,11,12.5,238,566,179,25,14,26,48,12,1,8.3,78,275,128,89,69.5,31,103,60,49,81.7,41,143,51,26,51,6,29,17,14,82.4,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,ATL,KY,MO,4/25/2008,2008-04,4903,13787,4505,1325,29.4,1356,3651,1300,486,37.4,1988,5491,1780,557,31.3,1559,4645,1425,282,19.8,843,2035,770,305,39.6,N,1736,3171,1872,147,7.9,553,1024,570,66,11.6,491,855,564,40,7.1,692,1292,738,41,5.6,143,229,152,11,7.2,49,625,491,343,69.9,18,242,205,180,87.8,30,284,190,82,43.2,1,99,96,81,84.4,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,DAL,LA,MO,4/25/2008,2008-04,4626,10185,4243,1656,39,1117,2254,1072,540,50.4,2216,4891,2049,731,35.7,1293,3040,1122,385,34.3,1102,2216,1001,335,33.5,Y,29,53,28,12,42.9,21,34,20,7,35,4,12,4,2,50,4,7,4,3,75,1,3,1,0,0,103,878,288,128,44.4,41,293,102,55,53.9,53,472,154,58,37.7,9,113,32,15,46.9,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,BOS,MA,MO,4/25/2008,2008-04,4680,10475,4290,2070,48.3,1552,3043,1345,787,58.5,1631,3785,1518,743,48.9,1497,3647,1427,540,37.8,638,1268,573,301,52.5,N,931,902,83,27,32.5,247,238,25,9,36,277,270,23,9,39.1,407,394,35,9,25.7,64,61,7,1,14.3,381,966,591,477,80.7,172,395,239,224,93.7,164,445,266,172,64.7,45,126,86,81,94.2,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,PHL,MD,MO,4/25/2008,2008-04,3763,10179,2998,1117,37.3,1089,2550,821,446,54.3,1422,4098,1199,395,32.9,1252,3531,978,276,28.2,490,1327,419,194,46.3,N,954,2497,777,173,22.3,305,751,270,75,27.8,275,759,223,45,20.2,374,987,284,53,18.7,35,150,39,7,17.9,62,405,255,198,77.6,43,163,112,98,87.5,16,225,122,82,67.2,3,17,21,18,85.7,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,BOS,ME,MO,4/25/2008,2008-04,1042,2262,876,337,38.5,404,793,359,167,46.5,273,644,218,89,40.8,365,825,299,81,27.1,106,195,77,44,57.1,N,329,345,27,6,22.2,122,129,16,4,25,68,70,4,0,0,139,146,7,2,28.6,10,11,0,0,0,75,148,57,46,80.7,35,67,29,27,93.1,32,69,21,14,66.7,8,12,7,5,71.4,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,CHI,MI,MO,4/25/2008,2008-04,8745,23703,8419,2554,30.3,2843,7218,2704,1105,40.9,3303,9099,3188,946,29.7,2599,7386,2527,503,19.9,1414,3616,1254,432,34.4,Y,22,83,21,6,28.6,11,62,11,4,36.4,5,9,5,2,40,6,12,5,0,0,1,3,1,0,0,364,2479,531,354,66.7,87,1061,202,171,84.7,273,1109,263,122,46.4,4,309,66,61,92.4,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,CHI,MN,MO,4/25/2008,2008-04,2917,7133,2547,992,38.9,1035,2304,973,492,50.6,938,2342,784,316,40.3,944,2487,790,184,23.3,371,871,320,172,53.8,N,915,1530,1020,156,15.3,306,489,362,67,18.5,237,383,257,36,14,372,658,401,53,13.2,63,97,68,4,5.9,35,269,218,164,75.2,23,113,115,95,82.6,11,128,84,51,60.7,1,28,19,18,94.7,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,KCM,MO,MO,4/25/2008,2008-04,5230,10136,4638,1702,36.7,1559,2826,1401,751,53.6,1767,3428,1515,532,35.1,1904,3882,1722,419,24.3,649,1148,577,256,44.4,Y,27,33,25,7,28,14,11,14,6,42.9,9,11,8,1,12.5,4,11,3,0,0,2,3,2,0,0,260,605,371,239,64.4,105,203,141,118,83.7,130,354,186,85,45.7,25,48,44,36,81.8,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,ATL,MS,MO,4/25/2008,2008-04,3762,8103,2781,720,25.9,946,1916,653,255,39.1,1638,3467,1270,291,22.9,1178,2720,858,174,20.3,848,1554,642,155,24.1,N,1321,1493,1038,86,8.3,374,454,288,32,11.1,471,454,384,33,8.6,476,585,366,21,5.7,191,160,150,10,6.7,88,1642,539,397,73.7,44,1067,277,246,88.8,31,244,167,62,37.1,13,331,95,89,93.7,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,DEN,MT,MO,4/25/2008,2008-04,583,1536,569,231,40.6,210,505,220,101,45.9,182,482,175,80,45.7,191,549,174,50,28.7,62,152,68,36,52.9,N,181,316,169,28,16.6,60,99,79,16,20.3,45,88,36,6,16.7,76,129,54,6,11.1,5,14,9,3,33.3,7,86,95,74,77.9,6,44,41,35,85.4,0,32,40,25,62.5,1,10,14,14,100,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,ATL,NC,MO,4/25/2008,2008-04,7556,25688,6230,1947,31.3,2360,7780,1947,783,40.2,2718,9207,2158,686,31.8,2478,8701,2125,478,22.5,1270,4167,999,350,35,N,2297,7161,2122,259,12.2,839,2443,797,117,14.7,642,2016,541,67,12.4,816,2702,784,75,9.6,227,573,176,19,10.8,104,1470,589,423,71.8,58,556,239,220,92.1,37,717,261,121,46.4,9,197,89,82,92.1,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,DEN,ND,MO,4/25/2008,2008-04,277,657,261,122,46.7,109,222,111,67,60.4,88,201,81,33,40.7,80,234,69,22,31.9,38,75,29,14,48.3,N,95,119,96,12,12.5,38,42,33,4,12.1,18,22,16,5,31.3,39,55,47,3,6.4,6,7,4,1,25,2,73,32,30,93.8,0,32,16,15,93.8,2,31,10,10,100,0,10,6,5,83.3,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,KCM,NE,MO,4/25/2008,2008-04,980,2113,817,297,36.4,335,726,236,121,51.3,315,612,280,103,36.8,330,775,301,73,24.3,122,226,119,61,51.3,N,226,370,249,40,16.1,68,124,69,16,23.2,52,91,63,9,14.3,106,155,117,15,12.8,5,17,15,4,26.7,36,114,70,42,60,8,34,31,24,77.4,28,73,33,13,39.4,0,7,6,5,83.3,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,BOS,NH,MO,4/25/2008,2008-04,908,2207,712,371,52.1,367,802,300,171,57,210,574,178,102,57.3,331,831,234,98,41.9,62,182,67,39,58.2,Y,3,3,2,0,0,3,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,13,96,54,44,81.5,8,45,31,27,87.1,4,39,20,14,70,1,12,3,3,100,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,NYC,NJ,MO,4/25/2008,2008-04,4801,15927,4275,1946,45.5,1825,5584,1524,888,58.3,1738,5685,1566,668,42.7,1238,4658,1185,390,32.9,712,2066,705,334,47.4,N,1493,4115,1334,298,22.3,704,1638,565,155,27.4,376,1136,352,70,19.9,413,1341,417,73,17.5,104,277,101,21,20.8,320,5723,263,179,68.1,127,2757,116,98,84.5,164,1827,110,51,46.4,29,1139,37,30,81.1,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,DAL,NM,MO,4/25/2008,2008-04,1536,4013,1364,533,39.1,385,975,396,196,49.5,634,1593,528,211,40,517,1445,440,126,28.6,267,558,201,106,52.7,N,404,892,431,66,15.3,128,260,108,28,25.9,125,272,126,19,15.1,151,360,197,19,9.6,24,44,31,7,22.6,26,389,48,9,18.8,11,179,19,5,26.3,15,153,24,4,16.7,0,57,5,0,0,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,SFO,NV,MO,4/25/2008,2008-04,1457,4461,1345,550,40.9,487,1397,429,215,50.1,501,1528,468,198,42.3,469,1536,448,137,30.6,199,605,180,95,52.8,N,404,1291,317,70,22.1,128,392,104,33,31.7,112,351,78,15,19.2,164,548,135,22,16.3,37,119,14,2,14.3,33,314,114,71,62.3,12,72,14,13,92.9,20,225,92,51,55.4,1,17,8,7,87.5,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,NYC,NY,MO,4/25/2008,2008-04,12368,31557,11374,5117,45,4086,9626,3753,2115,56.4,5284,13766,4826,2041,42.3,2998,8165,2795,961,34.4,2011,5111,1740,817,47,Y,247,279,111,75,67.6,227,245,101,74,73.3,13,17,4,0,0,7,17,6,1,16.7,3,6,1,0,0,1299,10572,773,574,74.3,436,3932,292,266,91.1,721,5104,372,206,55.4,142,1536,109,102,93.6,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,CHI,OH,MO,4/25/2008,2008-04,9722,31803,8814,2607,29.6,2535,7759,2306,1053,45.7,3844,12596,3581,999,27.9,3343,11448,2927,555,19,1571,4675,1564,541,34.6,N,2654,8942,2747,299,10.9,721,2435,759,108,14.2,834,2731,834,87,10.4,1099,3776,1154,104,9,235,680,244,26,10.7,387,2482,943,665,70.5,107,911,441,352,79.8,264,1363,346,186,53.8,16,208,156,127,81.4,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,DAL,OK,MO,4/25/2008,2008-04,3178,8744,2726,1134,41.6,1001,2587,895,443,49.5,1151,3148,1008,413,41,1026,3009,823,278,33.8,467,1133,405,204,50.4,N,763,1620,937,124,13.2,250,510,282,45,16,206,445,244,36,14.8,307,665,411,43,10.5,44,101,55,9,16.4,77,773,310,239,77.1,25,256,111,96,86.5,50,441,155,103,66.5,2,76,44,40,90.9,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,SEA,OR,MO,4/25/2008,2008-04,2599,7111,2119,744,35.1,946,2370,770,324,42.1,806,2256,652,257,39.4,847,2485,697,163,23.4,221,568,178,106,59.6,N,628,1509,649,103,15.9,239,562,260,45,17.3,154,346,135,21,15.6,235,601,254,37,14.6,22,34,18,4,22.2,66,506,187,164,87.7,26,231,97,88,90.7,38,211,64,52,81.3,2,64,26,24,92.3,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,PHL,PA,MO,4/25/2008,2008-04,10638,31151,9615,3613,37.6,3141,8285,2895,1513,52.3,4370,12601,3939,1484,37.7,3127,10265,2781,616,22.2,1894,4307,1728,882,51,Y,33,93,25,8,32,16,59,17,4,23.5,4,11,3,2,66.7,13,23,5,2,40,1,4,0,0,0,295,5134,1259,880,69.9,134,2299,368,328,89.1,137,2145,792,460,58.1,24,690,99,92,92.9,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,NYC,PR,MO,4/25/2008,2008-04,1435,5929,1234,557,45.1,1433,5926,1234,557,45.1,2,3,0,0,0,0,0,0,0,0,2,2,0,0,0,N,537,5193,949,255,26.9,537,5193,949,255,26.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2500,64,61,95.3,47,2500,64,61,95.3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,BOS,RI,MO,4/25/2008,2008-04,838,2851,863,349,40.4,268,866,282,139,49.3,317,1082,328,139,42.4,253,903,253,71,28.1,129,382,160,72,45,N,229,253,14,4,28.6,85,87,4,1,25,75,86,5,1,20,69,80,5,2,40,26,30,2,0,0,7,313,27,8,29.6,5,124,10,5,50,2,133,17,3,17.6,0,56,0,0,0,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,ATL,SC,MO,4/25/2008,2008-04,3936,11185,3317,1223,36.9,1297,3432,1124,493,43.9,1393,4016,1163,423,36.4,1246,3737,1030,307,29.8,635,1631,492,197,40,N,1030,3167,1299,294,22.6,382,1185,533,152,28.5,256,734,298,57,19.1,392,1248,468,85,18.2,95,235,92,16,17.4,66,1379,290,152,52.4,35,606,110,81,73.6,26,584,151,50,33.1,5,189,29,21,72.4,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,DEN,SD,MO,4/25/2008,2008-04,365,1392,346,123,35.5,123,390,105,45,42.9,144,543,128,50,39.1,98,459,113,28,24.8,58,188,49,25,51,N,132,272,127,10,7.9,42,87,36,2,5.6,41,85,38,4,10.5,49,100,53,4,7.5,11,12,13,2,15.4,6,203,39,29,74.4,4,66,17,15,88.2,2,114,19,11,57.9,0,23,3,3,100,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,ATL,TN,MO,4/25/2008,2008-04,5343,15595,4890,1190,24.3,1619,4454,1445,471,32.6,1968,5616,1866,462,24.8,1756,5525,1579,257,16.3,770,2017,804,208,25.9,N,2383,6541,2247,189,8.4,808,2226,741,80,10.8,611,1673,589,44,7.5,964,2642,917,65,7.1,162,373,150,16,10.7,900,2086,553,380,68.7,330,715,220,170,77.3,466,1114,278,164,59,104,257,55,46,83.6,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,DAL,TX,MO,4/25/2008,2008-04,16531,30700,15788,6893,43.7,4391,7649,4183,2158,51.6,7243,13193,6920,3122,45.1,4897,9858,4685,1613,34.4,3549,5662,3229,1491,46.2,N,3821,5017,4120,830,20.1,1115,1383,1173,270,23,1284,1734,1357,274,20.2,1422,1900,1590,286,18,413,561,472,96,20.3,420,1628,1631,1335,81.9,180,629,726,655,90.2,187,799,666,467,70.1,53,200,239,213,89.1,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,DEN,UT,MO,4/25/2008,2008-04,1026,2768,931,428,46,445,1100,379,189,49.9,287,824,285,154,54,294,844,267,85,31.8,110,299,112,80,71.4,N,247,581,299,62,20.7,113,255,140,33,23.6,51,121,63,19,30.2,83,205,96,10,10.4,8,22,4,1,25,17,246,92,82,89.1,9,92,44,40,90.9,7,129,39,33,84.6,1,25,9,9,100,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,PHL,VA,MO,4/25/2008,2008-04,4583,11966,4298,1722,40.1,1616,3987,1566,774,49.4,1535,3965,1480,557,37.6,1432,4014,1252,391,31.2,721,1586,651,248,38.1,N,1187,3465,1021,155,15.2,458,1332,350,63,18,281,817,259,43,16.6,448,1316,412,49,11.9,79,227,85,11,12.9,76,2170,575,442,76.9,49,926,212,191,90.1,23,991,297,195,65.7,4,253,66,56,84.8,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,BOS,VT,MO,4/25/2008,2008-04,388,1125,402,196,48.8,139,366,141,86,61,110,324,125,59,47.2,139,435,136,51,37.5,48,104,44,24,54.5,N,89,92,10,1,10,32,30,4,1,25,19,23,2,0,0,38,39,4,0,0,4,4,1,0,0,9,83,43,34,79.1,5,38,20,15,75,3,30,13,11,84.6,1,15,10,8,80,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,SEA,WA,MO,4/25/2008,2008-04,3753,9659,3529,1424,40.4,1248,2957,1203,607,50.5,1255,3305,1199,510,42.5,1250,3397,1127,307,27.2,397,898,378,222,58.7,N,1066,1855,1129,132,11.7,316,508,309,56,18.1,301,549,354,30,8.5,449,798,466,46,9.9,41,93,33,6,18.2,114,546,324,258,79.6,36,228,173,149,86.1,67,239,107,69,64.5,11,79,44,40,90.9,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,CHI,WI,MO,4/25/2008,2008-04,3711,10095,2980,1316,44.2,1271,3111,1001,574,57.3,1305,3736,1126,474,42.1,1135,3248,853,268,31.4,605,1760,589,260,44.1,N,912,1584,526,92,17.5,327,506,161,41,25.5,225,444,175,23,13.1,360,634,190,28,14.7,72,153,90,10,11.1,122,1832,349,265,75.9,27,807,124,114,91.9,89,716,171,106,62,6,309,54,45,83.3,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,PHL,WV,MO,4/25/2008,2008-04,2316,6127,1968,547,27.8,749,1833,661,249,37.7,880,2313,756,203,26.9,687,1981,551,95,17.2,288,630,243,93,38.3,N,824,1883,753,84,11.2,275,597,238,33,13.9,239,601,225,34,15.1,310,685,290,17,5.9,54,114,38,12,31.6,23,326,160,131,81.9,9,149,73,69,94.5,12,134,55,30,54.5,2,43,32,32,100,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,DEN,WY,MO,4/25/2008,2008-04,265,651,270,133,49.3,108,233,124,69,55.6,85,181,72,34,47.2,72,237,74,30,40.5,23,48,15,8,53.3,N,44,64,50,11,22,20,24,22,3,13.6,6,12,10,3,30,18,28,18,5,27.8,3,3,0,0,0,3,40,19,16,84.2,1,11,4,4,100,2,29,9,6,66.7,0,0,6,6,100,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,SEA,AK,MO,5/30/2008,2008-05,401,1002,423,178,42.1,115,267,113,57,50.4,143,359,167,81,48.5,143,376,143,40,28,34,70,51,38,74.5,Y,3,8,0,0,0,0,1,0,0,0,1,3,0,0,0,2,4,0,0,0,0,0,0,0,0,7,37,22,17,77.3,1,6,5,5,100,5,26,10,7,70,1,5,7,5,71.4,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,ATL,AL,MO,5/30/2008,2008-05,6545,10588,5757,1891,32.8,1977,3021,1698,771,45.4,2572,3951,2196,691,31.5,1996,3616,1863,429,23,1124,1640,1079,360,33.4,Y,51,24,23,7,30.4,34,11,10,3,30,11,8,7,1,14.3,6,5,6,3,50,3,2,0,0,0,52,229,300,173,57.7,21,70,64,53,82.8,24,126,200,95,47.5,7,33,36,25,69.4,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,DAL,AR,MO,5/30/2008,2008-05,3981,6875,3924,1502,38.3,1076,1790,1080,551,51,1684,2935,1625,602,37,1221,2150,1219,349,28.6,993,1680,908,371,40.9,N,1176,1172,1256,149,11.9,365,380,391,61,15.6,344,357,370,44,11.9,467,435,495,44,8.9,143,168,148,23,15.5,67,684,435,295,67.8,26,233,161,138,85.7,36,369,205,98,47.8,5,82,69,59,85.5,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,SFO,AZ,MO,5/30/2008,2008-05,3509,8481,3481,1377,39.6,1163,2692,1190,545,45.8,1266,3132,1270,547,43.1,1080,2657,1021,285,27.9,501,1335,576,316,54.9,N,1019,2985,1093,205,18.8,398,1145,468,91,19.4,261,702,235,49,20.9,360,1138,390,65,16.7,46,110,43,11,25.6,82,1039,162,96,59.3,39,183,75,55,73.3,40,822,80,37,46.3,3,34,7,4,57.1,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,SFO,CA,MO,5/30/2008,2008-05,25826,61984,24503,9906,40.4,7898,17165,7394,3646,49.3,11062,27230,10430,4343,41.6,6866,17589,6679,1917,28.7,3497,7838,3213,1693,52.7,Y,5376,9382,5564,731,13.1,1683,2855,1732,288,16.6,1904,3406,1926,247,12.8,1789,3121,1906,196,10.3,302,502,301,40,13.3,910,5564,1561,946,60.6,299,1531,438,320,73.1,511,3216,925,490,53,100,817,198,136,68.7,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,DEN,CO,MO,5/30/2008,2008-05,2750,5600,2701,877,32.5,1008,1961,871,335,38.5,784,1578,881,322,36.5,958,2061,949,220,23.2,275,483,278,158,56.8,Y,11,25,16,1,6.3,3,12,6,1,16.7,1,5,5,0,0,7,8,5,0,0,0,2,1,0,0,40,571,46,33,71.7,20,310,18,16,88.9,18,152,25,14,56,2,109,3,3,100,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,BOS,CT,MO,5/30/2008,2008-05,2355,4913,2133,698,32.7,798,1454,754,349,46.3,818,1779,714,216,30.3,739,1680,665,133,20,336,629,252,102,40.5,N,679,937,274,38,13.9,251,317,96,16,16.7,186,286,79,11,13.9,242,334,99,11,11.1,60,78,24,2,8.3,108,686,199,171,85.9,61,339,102,93,91.2,27,223,65,48,73.8,20,124,32,30,93.8,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,PHL,DC,MO,5/30/2008,2008-05,557,1183,482,229,47.5,93,202,97,60,61.9,296,640,251,114,45.4,168,341,134,55,41,85,153,94,50,53.2,N,115,235,134,22,16.4,13,21,12,2,16.7,62,127,75,14,18.7,40,87,47,6,12.8,7,10,8,1,12.5,6,32,36,22,61.1,3,9,5,4,80,3,21,29,17,58.6,0,2,2,1,50,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,PHL,DE,MO,5/30/2008,2008-05,757,1971,540,263,48.7,279,695,206,117,56.8,267,679,204,95,46.6,211,597,130,51,39.2,152,336,117,49,41.9,N,165,394,155,23,14.8,52,152,64,11,17.2,58,104,45,8,17.8,55,138,46,4,8.7,22,39,20,3,15,8,152,49,32,65.3,4,47,20,18,90,4,99,26,11,42.3,0,6,3,3,100,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,FED,FE,MO,5/30/2008,2008-05,2231,7080,2612,1016,38.9,807,2800,948,468,49.4,666,1995,754,282,37.4,758,2285,910,266,29.2,91,150,44,15,34.1,N,540,1750,656,235,35.8,243,626,262,113,43.1,86,571,122,39,32,211,553,272,83,30.5,2,5,0,0,0,45,409,46,46,100,20,186,24,24,100,23,148,13,13,100,2,75,9,9,100,,,,,,,,,,,,,,
